question,date,name,vote,confidence
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Katherine Baicker,Uncertain,5
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Abhijit Banerjee,Strongly Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Marianne Bertrand,Uncertain,3
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Markus Brunnermeier,Agree,9
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Raj Chetty,Uncertain,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Judith Chevalier,Agree,6
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",David Cutler,Strongly Agree,6
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Angus Deaton,Strongly Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Darrell Duffie,Agree,6
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Aaron Edlin,Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Barry Eichengreen,Agree,5
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Liran Einav,Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Ray Fair,Uncertain,5
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Amy Finkelstein,Uncertain,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Pinelopi Goldberg,Agree,5
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Austan Goolsbee,Agree,9
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Michael Greenstone,Agree,3
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Robert Hall,Disagree,3
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Oliver Hart,Strongly Agree,10
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Bengt Holmström,Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Caroline Hoxby,Uncertain,10
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Hilary Hoynes,Agree,9
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Kenneth Judd,Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Steven Kaplan,Disagree,3
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Anil Kashyap,Uncertain,3
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Pete Klenow,Uncertain,3
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Jonathan Levin,Did Not Answer,
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Eric Maskin,Agree,7
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",William Nordhaus,Agree,6
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Emmanuel Saez,Strongly Agree,8
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Larry Samuelson,Agree,8
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",José Scheinkman,Agree,4
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Richard Schmalensee,Agree,4
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Carl Shapiro,Strongly Agree,8
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Robert Shimer,Did Not Answer,
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Richard Thaler,Agree,5
Question B:                                Expanding health insurance to more people through the ACA’s public subsidies and Medicaid expansion will generate gains in the health and well-being of the newly insured that exceed the costs.,"Monday, October 5th, 2015 12:47 pm",Christopher Udry,Agree,4
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Daron Acemoglu,Agree,2
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Alberto Alesina,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Joseph Altonji,Agree,2
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Alan Auerbach,Uncertain,3
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",David Autor,Agree,8
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Katherine Baicker,Agree,7
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Marianne Bertrand,Uncertain,3
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Raj Chetty,No Opinion,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Judith Chevalier,Agree,8
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Janet Currie,Agree,8
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",David Cutler,Strongly Agree,10
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Angus Deaton,Strongly Agree,8
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Darrell Duffie,Uncertain,1
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Aaron Edlin,Strongly Agree,9
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Barry Eichengreen,Uncertain,5
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Ray Fair,Agree,5
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Pinelopi Goldberg,No Opinion,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Claudia Goldin,Strongly Agree,9
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Austan Goolsbee,Agree,6
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Michael Greenstone,Uncertain,3
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Robert Hall,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Bengt Holmström,Uncertain,3
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Caroline Hoxby,No Opinion,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Kenneth Judd,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Anil Kashyap,Agree,7
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Pete Klenow,Agree,3
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Edward Lazear,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Jonathan Levin,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Eric Maskin,No Opinion,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",William Nordhaus,Disagree,7
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Maurice Obstfeld,Agree,3
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Cecilia Rouse,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Emmanuel Saez,Uncertain,2
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",José Scheinkman,No Opinion,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Richard Schmalensee,Strongly Agree,7
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Hyun Song Shin,Agree,7
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",James Stock,Did Not Answer,
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Nancy Stokey,Agree,5
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Richard Thaler,Agree,6
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Christopher Udry,Strongly Agree,8
"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",Luigi Zingales,Agree,3
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Daron Acemoglu,Strongly Agree,5
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Alberto Alesina,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Joseph Altonji,Strongly Agree,9
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Alan Auerbach,Strongly Agree,10
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",David Autor,Strongly Agree,10
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Katherine Baicker,Strongly Agree,6
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Marianne Bertrand,No Opinion,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Raj Chetty,Strongly Agree,9
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Judith Chevalier,Agree,9
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Janet Currie,Strongly Agree,10
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",David Cutler,Uncertain,5
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Angus Deaton,Strongly Agree,9
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Darrell Duffie,Agree,3
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Aaron Edlin,Agree,8
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Barry Eichengreen,Agree,7
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Ray Fair,Strongly Agree,5
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Pinelopi Goldberg,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Claudia Goldin,Agree,3
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Austan Goolsbee,Uncertain,4
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Michael Greenstone,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Robert Hall,Agree,8
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Bengt Holmström,Strongly Agree,8
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Caroline Hoxby,Strongly Agree,10
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Kenneth Judd,Agree,8
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Anil Kashyap,Strongly Agree,7
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Pete Klenow,Strongly Agree,10
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Edward Lazear,Uncertain,5
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Jonathan Levin,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Eric Maskin,Agree,7
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",William Nordhaus,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Maurice Obstfeld,Strongly Agree,9
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Emmanuel Saez,Uncertain,7
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",José Scheinkman,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Richard Schmalensee,Strongly Agree,5
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Hyun Song Shin,Agree,7
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",James Stock,Did Not Answer,
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Nancy Stokey,Strongly Agree,8
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Richard Thaler,Agree,7
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Christopher Udry,Agree,8
"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",Luigi Zingales,Agree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Daron Acemoglu,Strongly Disagree,7
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Alberto Alesina,Uncertain,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Joseph Altonji,Disagree,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Alan Auerbach,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",David Autor,Strongly Disagree,8
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Katherine Baicker,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Marianne Bertrand,Disagree,5
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Raj Chetty,Strongly Disagree,9
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Judith Chevalier,Strongly Disagree,10
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Janet Currie,Disagree,8
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",David Cutler,Strongly Disagree,10
There are no consequential distortions createdby the tax preference that favors obtaining health insurance through employers.,"Monday, November 21st, 2011 10:45 am",Angus Deaton,Strongly Disagree,10
